5.923839349710983138e-01,-7.107494825701421437e-01,2.758785602436952117e-02,1.788385247451250049e+00,1.163510840694923720e+00,6.849885706696916543e-01,1.232174484043578877e+00,2.312997710167771448e+00,4.883092711798832641e-01,-7.090846782345887334e-02,-8.682006277082887635e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.571456990101352647e-01,-8.744544304153003544e-01,8.228578956095484731e-01,7.184232292499578287e-01,2.945323078743065093e-01,2.233752813079496191e-01,4.097304775434955637e-01,3.861167289174193273e-01,3.631032557649815917e-01,-4.598303300932551907e-02,-8.602801833562118139e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.626806061677717241e-01,-6.686539245528134723e-01,-1.314661518926662498e-01,8.110160962096850668e-01,9.541770764860355580e-01,6.186596708390723620e-01,1.008597472567828168e+00,-4.534059696837427489e-01,-1.786607394348211364e-01,-5.936924852273763736e-02,-1.792937403475135250e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.122760545359424489e-01,-6.733312087769599552e-01,1.856708947070281113e+00,-3.912882520401063102e-01,-5.549733166478094670e-01,-3.601397699046601786e-01,-4.659461507365284527e-01,1.450006862288786835e-01,4.068080607984277119e-02,5.615558752181556285e-03,-6.484320367107808680e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.470647886837666451e-01,-7.341359036908781110e-01,2.661688678999231672e-01,-3.964323002045356259e-01,-5.355004083493082323e-01,-3.162192821789798769e-01,-5.191787725164691558e-01,8.499728174531638591e-02,1.673829986716194318e-01,3.769486274866547248e-02,-5.632076549131761478e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.111083263846096347e+00,1.422092123641097938e+00,-1.403898215228952528e+00,5.743898806459376560e-01,8.714172162174053105e-01,3.829231754951148425e-01,6.652470620872108498e-01,-2.322910618230564217e-01,-1.091473182664197267e-01,-5.385487740080324714e-02,2.743218750690547547e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.278019716573211839e-01,2.574483518283809946e-01,-1.403898215228952528e+00,-6.274468268616328892e-01,-5.914850197074992266e-01,-5.008645979236766577e-01,-4.899008305375017747e-01,-1.459079827681645014e+00,-5.160330375693946703e-01,-2.983636775608836458e-02,2.060380761550883733e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.340876493012056470e+00,8.514634482951091154e-01,-2.109931558511841387e-01,1.143041023186484706e+00,5.257730939190086161e-01,5.164773116405508846e-01,6.146760713962672318e-01,1.640256127965802779e+00,5.819441198401629212e-01,-3.061676394838576398e-02,-1.005256615890646854e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.166867007885991514e+00,-7.060721983459923301e-01,-2.109931558511841387e-01,5.383815434949326129e-01,4.430132336503783685e-01,4.420813834521536423e-01,3.272199137845875350e-01,-2.741307060692498299e-01,2.476444107393284966e-01,-9.455336896266211370e-04,-3.670472214833022107e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.711377050909664632e+00,-7.013949141218457362e-01,-8.472091875193272781e-01,3.223315205889024648e-01,4.162379847399391708e-01,-1.512933690866293535e-01,3.976375617290791448e-02,-4.523560413463224572e-01,3.937802826924865496e-01,-5.637527810078889895e-02,-1.286746780613881071e-02,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.675862107870094264e-01,-6.920403456735526593e-01,-8.472091875193272781e-01,1.614422891345095978e+00,1.270611836336680511e+00,1.031870790054146392e+00,1.386549087205407149e+00,7.057674112449873194e-01,2.018825101867992577e-01,-4.928122342166230824e-02,-6.102554681486690447e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.345871997993920433e+00,2.254648715539345538e+00,-1.165317203353398945e+00,4.803456620949002505e-03,-9.731884289775147995e-03,-8.586080574020765743e-02,4.242538726190494408e-02,-8.393071301025231135e-01,-1.178522986658785132e-01,-4.450272370913765235e-02,-1.899485016478210664e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.113529649339825678e-01,1.015168396140270657e+00,-2.109931558511841387e-01,-1.041776524469301135e+00,-1.119687657304345052e+00,-1.099617369367644981e+00,-1.131353922985786964e+00,1.835385309475340287e+00,1.752565903660363925e-02,-3.589992831105150856e-02,-4.034299504421965943e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.241799582614016462e+00,-1.328151000157606232e+00,5.842768837339947785e-01,-2.149876922228479426e-01,-4.064923908717376078e-01,-4.524624277770086245e-01,-3.648041693546412167e-01,4.426553698874947651e-01,2.174857134459494135e-01,-4.788915417146499126e-02,-6.738491913143361822e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.141056293737309213e+00,8.187224587260768516e-01,-9.267361914778451393e-01,-3.954970187200939624e-01,-5.014228188269310715e-01,-1.656347528337902553e-01,-4.473147331135492455e-01,8.120726554087790428e-01,-1.498094296633806048e-02,5.674508355803424553e-02,-4.456841421706690953e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.212540745350914495e-01,9.871046907953848759e-01,3.456958718584410839e-01,-2.916807739470664296e-01,-4.040582773344249534e-01,-3.215973010841652324e-01,-2.849552366847302176e-01,-1.844668260535680671e-01,-1.204991412042167309e-01,-3.245072025582482894e-02,-4.531632543666140323e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.623210047172591874e-01,-7.013949141218457362e-01,-1.244844207311916806e+00,4.041686504775502398e-01,1.453170351635129531e+00,2.087755168438869102e+00,1.530277166011246859e+00,-9.005179521741186743e-01,-8.376147213139374381e-01,3.459493031148424408e-02,1.693285602632736309e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.574154000980214851e-01,-7.715541774840568578e-01,1.856708947070281113e+00,-6.849666381547967475e-01,-6.839813341253800916e-01,-7.993446471614632509e-01,-6.495986958773237729e-01,-1.848867973885360838e-01,-3.305462589017897912e-01,-8.714083709707957925e-02,7.310676663227599903e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.572355993727616363e-01,-8.230043039496786061e-01,-9.267361914778451393e-01,2.134439396694675306e+00,1.311991766470995469e+00,2.172907134437636945e+00,1.519630641655258740e+00,1.425020818794669353e+00,4.935840362417363569e-01,4.340408589148132823e-02,-9.856559938859051906e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.923839349710983138e-01,-7.481677563633210015e-01,1.856708947070281113e+00,-5.287746302530346165e-01,-6.255626092298763874e-01,-6.756502123422003514e-01,-5.537799766734305962e-01,4.530496604279544148e-01,-1.063360731128941139e-01,-6.836210559746519477e-02,-4.292159445471804280e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.670468086112441464e-01,-9.446136937775148068e-01,-1.006263195436363000e+00,6.300391289702181874e-01,5.768894782025743018e-01,-1.952138568123096551e-01,6.306458579302494094e-01,-2.436302878671940952e-01,-1.210782053229249311e-02,-1.259301941113608325e-01,-2.983724699939431790e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.425800077703823776e+00,9.356545643297632386e-01,1.061438907485102057e+00,6.866236587789403822e-01,5.428118886801971410e-01,3.954718862738806351e-01,7.291262082231396713e-01,1.739787083416752256e-01,-5.140253672023974152e-02,-5.893137114095865770e-02,-4.386508263752538772e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
